geometry,addr:city,addr:postcode,addr:street,amenity,name,access:covid19,addr:village,brand,brand:wikidata,brand:wikipedia,delivery:covid19,healthcare,shop,takeaway:covid19,addr:housename,branch,opening_hours,smoking,smoking:outdoors,brand:facebook,brand:website,old_name,operator,addr:housenumber,alt_name,internet_access,phone,start_date,website,denomination,religion,level,operator:type,phone:alternate,name:tl,laundry_service,self_service,opening_hours:covid19,ref:vatin,ref,taxi_vehicle,cuisine,delivery,access,shelter_type,capacity,fee,parking,surface,air_conditioning,check_date,name:ar,name:en,name:es,name:ko,name:ru,payment:cash,payment:gcash,payment:maya,ref:branch,takeaway,takeout,cash_in,currency:PHP,currency:others,drive_through,network,name:abbr,source,backrest,microbrewery,outdoor_seating,wheelchair,material,female,male,gambling,natural,office,room,public_transport,cash_out,cheque_in,language:en,language:others,location,network:wikidata,facebook,frequency,on_air:frequency,operator:wikidata,studio,wikidata,wikipedia,second_hand,osm_id,timestamp,type,official_name,addr:province,addr:room,addr:door,atm,name:zh,addr:street:corner,toilets,service:bicycle:fixie,bicycle_parking,delivery:partner,payment:alipay,payment:grabpay,payment:mastercard,payment:mastercard_debit,payment:visa,payment:visa_debit,payment:wechat,organic,addr:quarter,service:bicycle:repair,service:bicycle:retail,closed,addr:full,not:operator:wikidata,service,addr:barangay,addr:town,building,landuse,emergency,fuel:diesel,fuel:e10,fuel:octane_91,fuel:octane_95,addr:place,building:levels,note:es,contact:mobile,email,changing_table,toilets:disposal,government,loc_name,short_name,addr:unit,abbr_name,description,clothes,seats,contact:phone,indoor,social_facility,social_facility:for,contact:email,dispensing,police,food,trade,contact:facebook,lgbtq,addr:floor,payment:pluxee,fax,internet_access:fee,internet_access:ssid,fast_food,unisex,computer:repair,mobile_phone:repair,healthcare:speciality,repair,covered,operator:en,operator:short,operator:tl,vending,diet:meat,bus,addr:district,mobile,place,note,roof:colour,building:material,building:underground,roof:material,roof:shape,theatre:type,townhall:type,tourism,leisure,wikimedia_commons,height,man_made,tower:type,isced:level,addr:neighbourhood,population:pupils:2012,population:pupils:2015,source:date,residential,layer,duplicate,previously,disused:amenity,device_charging,device_charging:capacity,device_charging:fee,postal_code,ref:doh,nohousenumber,sport,capacity:disabled,barrier,grades,name:etymology,name:etymology:wikidata,old_name:1904-09-26--2016-09-12,old_name:etymology,monitoring:weather,building:use,reservation,old_addr:housenumber,ele,payment:credit_cards,service:vehicle:sale,name:description,addr:hamlet,addr:state,building:levels:underground,not:brand:wikidata,hazard,crop,building:min_level,fuel:octane_100,wikipedia:en,roof:levels,roof:orientation,building:repair,place_of_worship,abandoned:amenity,supervised,end_date,addr:old,house,addr:municipality,education,old_name:en,old_name:tl,brand:instagram,brand:twitter,fuel:octane_97,smoothness,motorcycle:repair,motorcycle:sales,club,information,diet:vegan,addr:country,drinking_water,fountain,building:height,construction,disused:building,building:flats,produce,area,aquaculture,water,fuel:octane_93,vehicle,bench,lit,diet:beef,payment:e-load,beauty,communication:mobile_phone,tower:construction,trees,power,substation,voltage,denomination:wikidata,place:PH,centroid,x,y
"POLYGON ((121.2227984 14.1805059, 121.2228144 14.1804706, 121.222736 14.1804373, 121.22272 14.1804725, 121.2227984 14.1805059))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22276721488777 14.180471583033684),121.22276721488777,14.180471583033684
"POLYGON ((121.2227093 14.1804976, 121.2226729 14.1805776, 121.222784 14.1806251, 121.2228203 14.180545, 121.2227093 14.1804976))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22274662722313 14.180561334684713),121.22274662722313,14.180561334684713
"POLYGON ((121.2242162 14.1822425, 121.2241318 14.1822027, 121.2240921 14.1822818, 121.2241765 14.1823216, 121.2242162 14.1822425))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22415415 14.18226215),121.22415415,14.18226215
"POLYGON ((121.2238075 14.1804274, 121.2238718 14.1804523, 121.2239132 14.180352, 121.2238489 14.1803271, 121.2238075 14.1804274))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22386034999998 14.180389699999997),121.22386034999998,14.180389699999997
"POLYGON ((121.2244826 14.1779954, 121.2244818 14.1780839, 121.2247057 14.1780858, 121.2247065 14.1779973, 121.2244826 14.1779954))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22459414999999 14.178040600000001),121.22459414999999,14.178040600000001
"POLYGON ((121.2225268 14.1804575, 121.2224978 14.1805236, 121.2225862 14.1805601, 121.2226152 14.180494, 121.2225268 14.1804575))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2225565 14.180508799999998),121.2225565,14.180508799999998
"POLYGON ((121.2241204 14.1819188, 121.2240481 14.1820917, 121.2243177 14.1821976, 121.22439 14.1820247, 121.2241204 14.1819188))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roof,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22421904999999 14.1820582),121.22421904999999,14.1820582
"POLYGON ((121.2234401 14.1798214, 121.2235327 14.1798597, 121.2235783 14.1797559, 121.2234856 14.1797177, 121.2234401 14.1798214))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22350918584638 14.179788674243099),121.22350918584638,14.179788674243099
"POLYGON ((121.2218036 14.180409, 121.2218831 14.1804405, 121.2219941 14.1801773, 121.2219146 14.1801458, 121.2218036 14.180409))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22189884999999 14.180293149999997),121.22189884999999,14.180293149999997
"POLYGON ((121.2211065 14.1773831, 121.2208402 14.1772907, 121.2207981 14.177405, 121.2210643 14.1774974, 121.2211065 14.1773831))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22095228214192 14.177394048901078),121.22095228214192,14.177394048901078
"POLYGON ((121.2237226 14.1821199, 121.223778 14.1820012, 121.2236949 14.1819647, 121.2236394 14.1820834, 121.2237226 14.1821199))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22370871826199 14.182042308938417),121.22370871826199,14.182042308938417
"POLYGON ((121.2239483 14.1780338, 121.2239483 14.1781472, 121.2241386 14.1781472, 121.2241386 14.1780338, 121.2239483 14.1780338))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22404345 14.178090499999998),121.22404345,14.178090499999998
"POLYGON ((121.2233732 14.1797839, 121.2234298 14.1798068, 121.2234718 14.179709, 121.2234152 14.1796861, 121.2233732 14.1797839))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22342250000001 14.179746450000003),121.22342250000001,14.179746450000003
"POLYGON ((121.2228304 14.1804354, 121.2228463 14.1804001, 121.2227679 14.1803668, 121.222752 14.180402, 121.2228304 14.1804354))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22279916491092 14.180401083032903),121.22279916491092,14.180401083032903
"POLYGON ((121.2211871 14.1773246, 121.2211672 14.1773927, 121.2213045 14.1774301, 121.2213245 14.1773621, 121.2211871 14.1773246))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22124581512128 14.177377366967299),121.22124581512128,14.177377366967299
"POLYGON ((121.2230856 14.1807603, 121.2231756 14.1808007, 121.2232696 14.1806037, 121.2231797 14.1805633, 121.2230856 14.1807603))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22317761641803 14.180682014396393),121.22317761641803,14.180682014396393
"POLYGON ((121.2238186 14.1808283, 121.2239138 14.1808662, 121.2239594 14.1807586, 121.2238642 14.1807207, 121.2238186 14.1808283))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.223889 14.180793450000001),121.223889,14.180793450000001
"POLYGON ((121.227428 14.1813872, 121.2274266 14.1815013, 121.2275443 14.1815027, 121.2275457 14.1813886, 121.227428 14.1813872))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22748615000002 14.18144495),121.22748615000002,14.18144495
"POLYGON ((121.223342 14.1804376, 121.2234281 14.1804717, 121.2234678 14.1803775, 121.2233817 14.1803434, 121.223342 14.1804376))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2234049 14.180407550000004),121.2234049,14.180407550000004
"POLYGON ((121.2210701 14.1775127, 121.2210554 14.1775472, 121.2212428 14.1776603, 121.2212715 14.177585, 121.2210701 14.1775127))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22117172089857 14.177581963026217),121.22117172089857,14.177581963026217
"POLYGON ((121.2235189 14.1796983, 121.223603 14.1797367, 121.2236366 14.1796674, 121.2235526 14.179629, 121.2235189 14.1796983))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22357776849026 14.179682853896786),121.22357776849026,14.179682853896786
"POLYGON ((121.2237077 14.1807476, 121.2238025 14.180786, 121.223848 14.1806803, 121.2237532 14.1806419, 121.2237077 14.1807476))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22377785 14.180713950000001),121.22377785,14.180713950000001
"POLYGON ((121.2218842 14.1804759, 121.2219719 14.1805099, 121.2220447 14.1803333, 121.221957 14.1802993, 121.2218842 14.1804759))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22196444999999 14.1804046),121.22196444999999,14.1804046
"POLYGON ((121.2215023 14.180042, 121.2214389 14.1801715, 121.2215974 14.1802446, 121.2216609 14.180115, 121.2215023 14.180042))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22154988854317 14.180143277765664),121.22154988854317,14.180143277765664
"POLYGON ((121.2241921 14.1780992, 121.2241931 14.1782068, 121.2244111 14.1782049, 121.2244101 14.1780972, 121.2241921 14.1780992))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.2243016168739 14.178152024810839),121.2243016168739,14.178152024810839
"POLYGON ((121.2222171 14.1773839, 121.2223114 14.1774086, 121.2230705 14.1776083, 121.2231517 14.1776486, 121.2234531 14.1778108, 121.2235562 14.1778825, 121.2235794 14.1778916, 121.2237675 14.1778574, 121.2242654 14.1779022, 121.224552 14.177723, 121.2242745 14.1773507, 121.2242171 14.1767164, 121.2237055 14.1765817, 121.2237616 14.1760979, 121.2225846 14.1756449, 121.2225368 14.1758444, 121.2224334 14.1763448, 121.2221655 14.1773703, 121.2222171 14.1773839))",Los Baños,4030,Jamboree Road,,Economic Garden,,,,,,,,,,,,,,,,,,Bureau of Plantation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,farmland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22327450590171 14.17690401137032),121.22327450590171,14.17690401137032
"POLYGON ((121.2182087 14.1778586, 121.2185778 14.1780048, 121.2186078 14.1779346, 121.2188316 14.1780099, 121.2189907 14.1776323, 121.2191745 14.1772184, 121.2185925 14.177017, 121.2182087 14.1778586))",Los Baños,4030,,school,Bambang Elementary School,,Bambang,,,,,,,,,,,,,,,,"Los Baños District, Laguna School Division, DepEd",,,,,2000,,,,,public,,Paaralang Elementarya ng Bambang,,,,,108303,,,,,,,,,,,,,Bambang Elementary School,,,,,,,,,,,,,,,,"Department of Education, Philippines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laguna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,570,646,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.21869212134683 14.177532751607963),121.21869212134683,14.177532751607963
"POLYGON ((121.2294529 14.1815962, 121.2295506 14.1816011, 121.2295593 14.1814377, 121.2294616 14.1814329, 121.2294529 14.1815962))",Los Baños,4030,National Highway,,Elvie's Buko Pie,,,,,,,,bakery,,,,,,,,,,,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22950610493163 14.181516975986877),121.22950610493163,14.181516975986877
"POLYGON ((121.2293055 14.1816211, 121.2294109 14.1816263, 121.2294186 14.1814798, 121.2293132 14.1814746, 121.2293055 14.1816211))",Los Baños,4030,National Highway,,Rusi,,,,,,,,motorcycle,,,,,,,,,,,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22936205000002 14.181550450000001),121.22936205000002,14.181550450000001
"POLYGON ((121.2291523 14.1816846, 121.2292472 14.18169, 121.2292554 14.1815567, 121.2291605 14.1815512, 121.2291523 14.1816846))",Los Baños,4030,National Highway,,,,,,,,,,,,,,,,,,,,,1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (121.22920384413449 14.181620623943097),121.22920384413449,14.181620623943097
